Date,Open,High,Low,Close,Volume,Market Cap
11-Feb-15,219.73,223.41,218.07,219.18,17201900.00,3030676475.00
12-Feb-15,219.21,222.20,217.61,221.76,15206200.00,3066996120.00
13-Feb-15,221.97,240.26,221.26,235.43,42744400.00,3256814719.00
14-Feb-15,235.53,259.81,235.53,257.32,49732500.00,3560717936.00
15-Feb-15,257.51,265.61,227.68,234.82,56552400.00,3250242178.00
16-Feb-15,234.82,239.52,229.02,233.84,28153700.00,3237573873.00
17-Feb-15,233.42,245.77,232.31,243.61,27363100.00,3373706168.00
18-Feb-15,243.78,244.25,232.34,236.33,25200800.00,3273812262.00
19-Feb-15,236.41,242.67,235.59,240.28,18270500.00,3329631566.00
20-Feb-15,240.25,247.10,239.30,243.78,23876700.00,3379032908.00
21-Feb-15,243.75,255.32,243.18,244.53,12284200.00,3390372210.00
22-Feb-15,244.54,246.39,233.85,235.98,19527000.00,3272629326.00
23-Feb-15,235.99,240.11,232.42,238.89,16400000.00,3313897879.00
24-Feb-15,239.00,239.90,236.40,238.74,14200400.00,3312489904.00
25-Feb-15,238.89,239.34,235.53,237.47,11496200.00,3295875814.00
26-Feb-15,237.34,237.71,234.26,236.43,13619400.00,3282272605.00
27-Feb-15,236.44,256.65,236.44,253.83,44013900.00,3524820596.00
28-Feb-15,253.52,254.69,249.48,254.26,13949300.00,3531776636.00
1-Mar-15,254.28,261.66,245.93,260.20,25213700.00,3615181538.00
2-Mar-15,260.36,276.30,258.31,275.67,40465700.00,3831178959.00
3-Mar-15,275.05,285.80,268.16,281.70,50461300.00,3916108523.00
4-Mar-15,281.99,284.23,268.13,273.09,41383000.00,3797385224.00
5-Mar-15,272.74,281.67,264.77,276.18,41302400.00,3841201000.00
6-Mar-15,275.60,277.61,270.02,272.72,28918900.00,3794156466.00
7-Mar-15,272.29,277.85,270.13,276.26,17825900.00,3844351385.00
8-Mar-15,276.43,277.86,272.57,274.35,22067900.00,3818877362.00
9-Mar-15,274.81,292.70,273.89,289.61,59178200.00,4032241702.00
10-Mar-15,289.86,300.04,289.74,291.76,67770800.00,4063305050.00
11-Mar-15,291.52,297.39,290.51,296.38,33963900.00,4128796573.00
12-Mar-15,296.13,297.09,292.41,294.35,32585200.00,4101535995.00
13-Mar-15,294.12,294.50,285.34,285.34,31421500.00,3976948638.00
14-Mar-15,284.44,286.34,280.98,281.89,22612300.00,3929758785.00
15-Mar-15,281.42,286.53,281.00,286.39,11970100.00,3993628668.00
16-Mar-15,285.68,294.11,285.68,290.59,21516100.00,4053198429.00
17-Mar-15,290.60,292.36,284.37,285.51,21497200.00,3983144494.00
18-Mar-15,285.07,285.34,249.87,256.30,57008000.00,3576671767.00
19-Mar-15,255.88,264.24,248.64,260.93,52732000.00,3642156965.00
20-Mar-15,260.96,264.85,259.16,261.75,18456700.00,3654506819.00
21-Mar-15,261.64,262.20,255.65,260.02,17130100.00,3631424642.00
22-Mar-15,259.92,269.75,259.59,267.96,18438100.00,3743193531.00
23-Mar-15,267.89,277.30,261.74,266.74,22811900.00,3727111341.00
24-Mar-15,266.58,267.00,244.15,245.60,40073700.00,3432718154.00
25-Mar-15,247.47,249.19,236.51,246.20,35866900.00,3442129496.00
26-Mar-15,246.28,254.35,244.90,248.53,25730000.00,3475701380.00
27-Mar-15,248.57,256.81,245.21,247.03,17274900.00,3455731911.00
28-Mar-15,246.98,254.21,246.98,252.80,16040900.00,3537377134.00
29-Mar-15,252.74,253.14,240.85,242.71,21699400.00,3397187115.00
30-Mar-15,242.88,249.24,239.21,247.53,23009600.00,3465419693.00
31-Mar-15,247.45,248.73,242.74,244.22,22672000.00,3420112896.00
1-Apr-15,244.22,247.54,241.16,247.27,22877200.00,3463619267.00
2-Apr-15,247.09,254.46,245.42,253.01,26272600.00,3544973232.00
3-Apr-15,253.07,256.04,251.88,254.32,23146600.00,3564354620.00
4-Apr-15,254.29,255.26,251.10,253.70,12493500.00,3556559216.00
5-Apr-15,253.76,260.67,251.94,260.60,19649200.00,3654268030.00
6-Apr-15,260.72,261.80,254.57,255.49,20034200.00,3583466919.00
7-Apr-15,255.27,255.80,252.21,253.18,18467400.00,3552014128.00
8-Apr-15,253.06,253.85,244.21,245.02,30086400.00,3438326345.00
9-Apr-15,244.75,246.12,239.40,243.68,21643500.00,3420248520.00
10-Apr-15,243.69,243.69,232.77,236.07,28882000.00,3314409567.00
11-Apr-15,236.02,239.54,234.18,236.55,16365200.00,3321976615.00
12-Apr-15,236.54,237.73,233.49,236.15,12387900.00,3317129018.00
13-Apr-15,235.95,236.93,222.00,224.59,31181800.00,3155548414.00
14-Apr-15,224.76,224.98,216.32,219.16,31719000.00,3080098939.00
15-Apr-15,219.07,223.83,218.65,223.83,22562000.00,3146465248.00
16-Apr-15,223.92,229.67,223.92,228.57,24805400.00,3213884952.00
17-Apr-15,228.57,228.91,221.94,222.88,20429800.00,3134573444.00
18-Apr-15,222.85,224.32,220.88,223.36,12939000.00,3142049362.00
19-Apr-15,223.46,226.35,222.37,222.60,15021500.00,3132226860.00
20-Apr-15,222.61,226.35,221.98,224.63,18364700.00,3161599719.00
21-Apr-15,224.62,235.27,224.30,235.27,24978000.00,3312299315.00
22-Apr-15,235.60,237.91,233.48,234.18,23847900.00,3297795229.00
23-Apr-15,234.05,236.48,233.20,236.46,17036000.00,3330762351.00
24-Apr-15,235.97,236.30,229.93,231.27,21448700.00,3258311725.00
25-Apr-15,231.24,232.56,226.34,226.39,13957200.00,3190508610.00
26-Apr-15,226.41,226.94,214.87,219.43,28943700.00,3093216938.00
27-Apr-15,219.43,233.30,218.02,229.29,38574000.00,3232938332.00
28-Apr-15,228.97,229.49,223.07,225.85,21469200.00,3185425042.00
29-Apr-15,225.59,227.04,223.43,225.81,18936500.00,3185479101.00
30-Apr-15,225.69,239.56,224.99,236.15,33818600.00,3332094504.00
1-May-15,235.94,238.97,232.08,232.08,18815300.00,3275574610.00
2-May-15,232.34,235.73,232.34,234.93,12535500.00,3316683008.00
3-May-15,234.88,243.24,234.08,240.36,18494100.00,3394161416.00
4-May-15,240.36,242.64,237.81,239.02,21223400.00,3375997790.00
5-May-15,238.85,239.20,232.05,236.12,23929100.00,3335976518.00
6-May-15,236.25,236.45,229.23,229.78,29587200.00,3247353903.00
7-May-15,229.66,239.10,228.57,237.33,29064400.00,3354923757.00
8-May-15,237.20,246.27,236.27,243.86,27445500.00,3448119178.00
9-May-15,243.77,247.80,239.64,241.83,19790500.00,3420193701.00
10-May-15,241.73,244.07,238.85,240.30,15019100.00,3399245238.00
11-May-15,240.30,244.27,239.38,242.16,20892300.00,3426529646.00
12-May-15,242.15,242.88,240.10,241.11,19282600.00,3412644998.00
13-May-15,241.40,243.70,235.04,236.38,27180100.00,3346584200.00
14-May-15,236.21,237.80,234.06,236.93,24413700.00,3355311496.00
15-May-15,236.96,238.75,236.79,237.60,16329400.00,3365752047.00
16-May-15,237.64,237.70,235.29,236.15,11089700.00,3345969203.00
17-May-15,236.01,238.02,236.01,236.80,11134300.00,3356176986.00
18-May-15,236.89,237.21,232.46,233.13,16780300.00,3304944920.00
19-May-15,233.04,234.15,231.82,231.95,14241900.00,3288950473.00
20-May-15,231.89,234.68,231.84,234.02,15499400.00,3319170901.00
21-May-15,234.02,236.24,233.84,235.34,15108900.00,3338890048.00
22-May-15,235.32,240.97,235.06,240.35,27003000.00,3410712372.00
23-May-15,240.29,241.02,238.69,238.87,14605000.00,3390435704.00
24-May-15,238.98,241.98,238.81,240.95,11508000.00,3420845884.00
25-May-15,240.93,241.02,236.64,237.11,14423900.00,3367127977.00
26-May-15,237.10,238.24,235.69,237.12,16425000.00,3368066799.00
27-May-15,237.07,238.64,236.70,237.28,18837000.00,3371257543.00
28-May-15,237.26,237.82,236.65,237.41,13829600.00,3373816958.00
29-May-15,237.38,237.52,235.73,237.10,14805000.00,3370295930.00
30-May-15,237.09,237.09,232.05,233.35,14098600.00,3317769214.00
31-May-15,233.13,233.25,229.54,230.19,14730800.00,3273756425.00
1-Jun-15,230.23,231.71,221.30,222.93,26090500.00,3171172508.00
2-Jun-15,222.89,226.42,222.42,225.80,20459000.00,3212962177.00
3-Jun-15,225.74,227.40,223.93,225.87,17752400.00,3214774292.00
4-Jun-15,225.77,226.58,224.05,224.32,14728100.00,3193504505.00
5-Jun-15,224.15,225.97,223.18,224.95,18056500.00,3203220875.00
6-Jun-15,225.01,225.72,224.38,225.62,11131500.00,3213722676.00
7-Jun-15,225.60,226.19,222.65,222.88,13318400.00,3175547196.00
8-Jun-15,222.88,229.46,222.84,228.49,23378400.00,3256350969.00
9-Jun-15,228.54,230.95,227.93,229.05,28353100.00,3265176585.00
10-Jun-15,228.99,229.78,228.01,228.80,15904800.00,3262644979.00
11-Jun-15,228.85,230.29,228.77,229.71,14416000.00,3276293900.00
12-Jun-15,229.71,231.06,229.31,229.98,14017700.00,3281061201.00
13-Jun-15,229.92,232.65,229.21,232.40,13305300.00,3316504361.00
14-Jun-15,232.44,234.86,232.00,233.54,12165900.00,3333657006.00
15-Jun-15,233.42,237.84,233.42,236.82,19912100.00,3381329191.00
16-Jun-15,236.76,251.74,236.12,250.90,41612000.00,3582987588.00
17-Jun-15,250.82,256.85,246.48,249.28,43858400.00,3560953387.00
18-Jun-15,249.43,252.11,244.13,249.01,30980200.00,3557986321.00
19-Jun-15,249.04,250.98,243.79,244.61,23965300.00,3495994564.00
20-Jun-15,244.53,245.83,240.63,245.21,20608100.00,3505477188.00
21-Jun-15,245.10,245.22,241.88,243.94,10600900.00,3488106467.00
22-Jun-15,243.97,247.92,243.78,246.99,17692500.00,3532599174.00
23-Jun-15,246.93,247.30,243.13,244.30,15108700.00,3494929113.00
24-Jun-15,244.28,244.34,240.51,240.51,17344900.00,3441763637.00
25-Jun-15,240.37,243.33,240.37,242.80,16133100.00,3475370256.00
26-Jun-15,242.60,243.75,241.55,243.59,13983500.00,3487699724.00
27-Jun-15,243.55,251.34,243.12,250.99,20488600.00,3594402691.00
